0;1;2;3;4;5;6;7;8
Starosta wydaje decyzję administracyjną o zatrzymaniu prawa jazdy, gdy kierujący pojazdem przekroczył dopuszczalną prędkość o:;więcej niż 50 km/h na obszarze zabudowanym.;50 km/h na obszarze zabudowanym.;50 km/h poza obszarem zabudowanym.;A;B;BRAK;tak;Zmiana kierunku jazdy, przejazdy kolejowe
Jeżeli pomimo decyzji o zatrzymaniu prawa jazdy na 3 miesiące osoba nadal kierowała pojazdem, starosta przedłuża okres, na który zatrzymano prawo jazdy do:;6 miesięcy.;9 miesięcy.;12 miesięcy.;A;D,D1;BRAK;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Policjant zatrzyma za pokwitowaniem, wydane w kraju prawo jazdy, w przypadku ujawnienia czynu polegającego na przewożeniu autobusem osób, w liczbie przekraczającej liczbę miejsc określoną w dowodzie rejestracyjnym o:;4 osoby.;5 osób.;6 osób.;C;D,D1;BRAK;nie;Szczególna ostrożność
W przypadku gdy kierujący przekroczył dopuszczalną prędkość o więcej niż 50 km/h na obszarze zabudowanym, starosta wydaje decyzję administracyjną o zatrzymaniu prawa jazdy na okres:;1 miesiąca.;2 miesięcy.;3 miesięcy.;C;B;BRAK;tak;Warunki drogowe
W przypadku gdy kierujący pojazdem silnikowym przewozi osoby w liczbie przekraczającej liczbę miejsc określoną w dowodzie rejestracyjnym, starosta wydaje decyzję administracyjną o zatrzymaniu prawa jazdy na okres:;3 miesięcy.;2 miesięcy.;1 miesiąca.;A;D,D1;BRAK;nie;Prędkość, hamowanie, odstępy
Jeżeli osoba kierowała pojazdem silnikowym pomimo wydania decyzji administracyjnej o zatrzymaniu prawa jazdy i przedłużeniu okresu zatrzymania prawa jazdy do 6 miesięcy, starosta wydaje decyzję administracyjną o:;Wydłużeniu okresu zatrzymania prawa jazdy o kolejne 6 miesięcy.;Wydłużeniu okresu zatrzymania prawa jazdy o kolejne 3 miesiące.;Cofnięciu uprawnień do kierowania pojazdami.;C;D,D1;BRAK;nie;Technika jazdy
Policjant zatrzyma, za pokwitowaniem, prawo jazdy wydane przez państwo inne niż Rzeczpospolita Polska, w przypadku ujawnienia czynu polegającego na przewożeniu samochodem osobowym:;O 1 osobę więcej niż określono w dowodzie rejestracyjnym.;O 3 osoby więcej niż określono w dowodzie rejestracyjnym.;O 2 osoby więcej niż określono w dowodzie rejestracyjnym.;B;D,D1;BRAK;nie;Obowiązki kierującego, dokumenty
Kierujący pojazdem, zarejestrowanym na terytorium Rzeczypospolitej Polskiej, jest zobowiązany mieć przy sobie i okazywać do kontroli dokument:;Stwierdzający zawarcie obowiązkowego ubezpieczenia OC.;Stwierdzający dopuszczenie pojazdu do ruchu.;Potwierdzający kalibrację blokady alkoholowej, jeżeli obowiązek posiadanie blokady wynika z jego prawa jazdy.;C;D,D1;BRAK;nie;Awaria pojazdu, pierwsza pomoc
Kierujący pojazdem, zarejestrowanym na terytorium Rzeczypospolitej Polskiej, jest zobowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:;Pokwitowanie zatrzymania dowodu rejestracyjnego albo pozwolenia czasowego.;Dokument stwierdzający dopuszczenie pojazdu do ruchu.;Dokument potwierdzający zawarcie umowy obowiązkowego ubezpieczenia OC posiadacza pojazdu.;A;D,D1;BRAK;nie;Inne
Obowiązek posiadania przy sobie prawa jazdy, wydanego na terytorium RP, dotyczy:;Kierującego autobusem.;Kierującego samochodem osobowym.;Nie ma takiego obowiązku, bez względu na rodzaj pojazdu, którym kierujemy.;C;D,D1;BRAK;nie;Znaki Ostrzegawcze
Dokumentem stwierdzającym dopuszczenie pojazdu samochodowego do ruchu jest:;dowód rejestracyjny.;karta pojazdu.;nalepka kontrolna na przedniej szybie.;A;B;BRAK;tak;Znaki nakazu i zakazu
Kierujący pojazdem zarejestrowanym za granicą, uczestniczącym w ruchu na terytorium RP, jest obowiązany mieć przy sobie i okazywać na żądanie upoważnionego organu:;Dokument stwierdzający dopuszczenie pojazdu do ruchu.;Dokument stwierdzający tożsamość.;Dokument potwierdzający zawarcie umowy obowiązkowego ubezpieczenia OC, łącznie z dowodem opłacenia składki za to ubezpieczenie.;A;D,D1;BRAK;nie;Znaki informacyjne, kierunku
Policjant zatrzyma dowód rejestracyjny pojazdu w razie stwierdzenia, że:;Badanie techniczne zostało dokonane przez jednostkę do tego nieupoważnioną.;Pojazd posiada niesprawne oświetlenie tablicy rejestracyjnej.;Kierujący nie posiada podczas prowadzenia pojazdu dowodu rejestracyjnego.;A;D,D1;BRAK;nie;Znaki poziome
Utrzymywanie tablic rejestracyjnych w należytym stanie i zapewnienie ich czytelności:;Jest nieobowiązkowe, tylko wynika z dbałości o stan estetyczny pojazdu.;Jest obowiązkiem kierującego pojazdem.;Jest obowiązkiem właściciela pojazdu.;B;D,D1;BRAK;nie;Sygnalizacja świetlna
Kierujący pojazdem, zarejestrowanym na terytorium Rzeczypospolitej Polskiej,  jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:;Dokument stwierdzający uprawnienie do kierowania pojazdem.;Dokument stwierdzajacy uprawnienie do kierowania pojazdem, inny niż wydane w kraju prawo jazdy.;Dokument stwierdzający dopuszczenie pojazdu do ruchu.;B;D,D1;BRAK;nie;Pierwszeństwo przejazdu
Kierujący pojazdem, zarejestrowanym na terytorium RP oraz posiadający prawo jazdy wydane przez organy RP, jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:;Ważne pokwitowanie zatrzymania prawa jazdy.;Dokument stwierdzający uprawnienie do kierowania pojazdem.;Dowód opłacenia składki za obowiązkowe ubezpieczenie odpowiedzialności cywilnej posiadacza pojazdu.;A;D,D1;BRAK;nie;Zatrzymanie, postój, włączenie się do ruchu
Kierujący pojazdem, zarejestrowanym na terytorium RP, posiadający prawo jazdy wydane przez organy RP, jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:;Dowód opłacenia składki za obowiązkowe ubezpieczenie odpowiedzialności cywilnej posiadacza pojazdu.;Dokument stwierdzający uprawnienie do kierowania pojazdem.;Inne dokumenty, jeżeli obowiązek taki wynika z odrębnej ustawy.;C;D,D1;BRAK;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Pojazd zarejestrowany na terytorium RP jest usuwany z drogi na koszt właściciela w przypadku:;Pozostawienia pojazdu w miejscu gdzie jest to zabronione i nie zagraża bezpieczeństwu.;Nieokazania przez kierującego dokumentu potwierdzającego zawarcie umowy OC.;Kierowania nim przez osobę nieposiadającą uprawnienia do kierowania pojazdami i gdy nie ma możliwości zabezpieczenia pojazdu przez przekazanie go osobie znajdującej się w nim i posiadającej uprawnienia do kierowania tym pojazdem.;C;D,D1;BRAK;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Kierujący samochodem osobowym zarejestrowanym za granicą i uczestniczącym w ruchu na terytorium RP jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:;Dokument stwierdzający uprawnienie do kierowania pojazdem inny niż wydane w kraju prawo jazdy.;Paszport wydany przez kraj, w którym został zarejestrowany pojazd.;Dokument potwierdzający przeprowadzenie badania technicznego.;A;D,D1;BRAK;nie;Szczególna ostrożność
Kierujący pojazdem wykonujący jazdę testową z wykorzystaniem profesjonalnego dowodu rejestracyjnego jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:;Dokument stwierdzający uprawnienie do kierowania pojazdem, wydany na terytorium RP.;Dokument stwierdzający dopuszczenie pojazdu do ruchu.;Dowód opłacenia składki za obowiązkowe ubezpieczenie OC.;B;D,D1;BRAK;nie;Warunki drogowe
W jaki sposób przewozisz dziecko o wzroście mniejszym niż 150 cm na przednim siedzeniu samochodu osobowego, który ma pięć miejsc siedzących?; Na kolanach pasażera.; W foteliku bezpieczeństwa lub innym urządzeniu przytrzymującym dziecko.;W foteliku bezpieczeństwa tyłem do kierunku jazdy, jeżeli pojazd ma aktywną poduszkę powietrzną dla pasażera.;B;B;BRAK;tak;Prędkość, hamowanie, odstępy
Kierujący pojazdem zarejestrowanym na terytorium RP i posiadający uprawnienia wydane przez organy RP jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:;Dokument stwierdzający dopuszczenie pojazdu do ruchu.;Dokument stwierdzający uprawnienie do kierowania pojazdem.;Zaświadczenie o przeprowadzonym badaniu technicznym z wynikiem pozytywnym w zakresie wyposażenia pojazdu w blokadę alkoholową.;C;D,D1;BRAK;nie;Technika jazdy
Brak przy sobie wydanego w kraju prawa jazdy, podczas kierowania samochodem osobowym po drogach publicznych w Polsce:;Nie rodzi żadnych konsekwencji prawnych.;Skutkuje nałożeniem mandatu karnego.;Skutkuje skierowaniem wniosku o ukaranie.;A;D,D1;BRAK;nie;Obowiązki kierującego, dokumenty
Kierujący pojazdem zarejestrowanym na terytorium RP i posiadający uprawnienia wydane przez organy RP jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:;Dowód rejestracyjny pojazdu.;Dokument stwierdzający kalibrację blokady alkoholowej, jeżeli obowiązek posiadanie blokady wynika z jego prawa jazdy.;Dokument stwierdzający uprawnienie do kierowania pojazdem.;B;D,D1;BRAK;nie;Awaria pojazdu, pierwsza pomoc
Do czego jest uprawniony policjant podczas kontroli ruchu drogowego?;Ustalania tożsamości kierującego pojazdem na podstawie danych z Rejestru Dowodów Osobistych.;Żądania okazania przez kierującego, wydanego w kraju prawa jazdy.;Żądania okazania przez kierującego, dokumentu potwierdzającego zawarcie umowy OC pojazdu zarejestrowanego na terytorium RP.;A;D,D1;BRAK;nie;Inne
Czy w tej sytuacji możesz jechać na wprost przez skrzyżowanie?;TAK;NIE;BRAK;Nie;AM;W5.1.jpg;nie;Znaki Ostrzegawcze
Czy po zmianie sygnału na zielony, ruszając będziesz włączającym się do ruchu?;TAK;NIE;BRAK;Nie;AM;W5.1.jpg;nie;Znaki nakazu i zakazu
Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?;TAK;NIE;BRAK;Tak;AM;W7.7.wmv;nie;Znaki informacyjne, kierunku
Czy sygnał ten zezwala na skręt w prawo na skrzyżowaniu?;TAK;NIE;BRAK;Nie;AM;W8.4.wmv;nie;Znaki poziome
Czy w tej sytuacji możesz skręcić w prawo?;TAK;NIE;BRAK;Nie;AM;W5.2.jpg;nie;Sygnalizacja świetlna
Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?;TAK;NIE;BRAK;Tak;AM;W5.2.jpg;nie;Pierwszeństwo przejazdu
Czy w tej sytuacji można skręcić w prawo?;TAK;NIE;BRAK;Tak;AM;W5.3.jpg;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy po tych sygnałach zaświeci się sygnał czerwony?;TAK;NIE;BRAK;Nie;AM;W5.2.jpg;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy po tych sygnałach zaświeci się sygnał zielony?;TAK;NIE;BRAK;Tak;AM;W5.2.jpg;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy w tej sytuacji kierujący powinien przygotować się do wznowienia jazdy?;TAK;NIE;BRAK;Tak;AM;W5.2.jpg;nie;Szczególna ostrożność
Czy w tej sytuacji możesz jechać na wprost przez skrzyżowanie?;TAK;NIE;BRAK;Tak;AM;W5.3.jpg;nie;Warunki drogowe
Czy sygnał ten zezwala Ci na skręcenie w prawo na skrzyżowaniu?;TAK;NIE;BRAK;Tak;AM;W5.4.jpg;nie;Prędkość, hamowanie, odstępy
Czy w tej sytuacji, gdy zamierzasz skręcić w prawo na skrzyżowaniu, masz obowiązek zatrzymać się przed sygnalizatorem?;TAK;NIE;BRAK;Nie;AM;W5.1.wmv;nie;Technika jazdy
Czy w tej sytuacji, zjeżdżając z chodnika na jezdnię, jesteś włączającym się do ruchu?;TAK;NIE;BRAK;Tak;AM;W6.1.wmv;nie;Obowiązki kierującego, dokumenty
Czy włączając się do ruchu masz obowiązek zachować szczególną ostrożność?;TAK;NIE;BRAK;Tak;AM;W6.1.wmv;nie;Awaria pojazdu, pierwsza pomoc
Czy włączając się do ruchu masz obowiązek ustąpić pierwszeństwa innym uczestnikom ruchu?;TAK;NIE;BRAK;Tak;AM;W6.1.wmv;nie;Inne
Czy w tej sytuacji jesteś włączającym się do ruchu?;TAK;NIE;BRAK;Nie;AM;W6.3.wmv;nie;Znaki Ostrzegawcze
Czy na tym skrzyżowaniu, skręcając w lewo, masz obowiązek ustąpić pierwszeństwa pojazdom nadjeżdżającym z prawej strony?;TAK;NIE;BRAK;Tak;AM;W6.5.wmv;nie;Znaki nakazu i zakazu
Czy w tej sytuacji, skręcając w lewo na skrzyżowaniu, masz pierwszeństwo przed pojazdami nadjeżdżającym z prawej strony?;TAK;NIE;BRAK;Nie;AM;W6.5.wmv;nie;Znaki informacyjne, kierunku
Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?;TAK;NIE;BRAK;Tak;AM;W6.5.wmv;nie;Znaki poziome
Czy w tej sytuacji dojeżdżasz do skrzyżowania, gdzie pierwszeństwo nie jest określone znakami drogowymi?;TAK;NIE;BRAK;Tak;AM;W6.5.wmv;nie;Sygnalizacja świetlna
W jaki sposób przewozisz dziecko o wzroście mniejszym niż 150 cm samochodem osobowym, w którym jest pięć miejsc siedzących?;Na przednim siedzeniu bez fotelika lub innego urządzenia przytrzymującego dziecko.;Na przednim siedzeniu w innym niż fotelik urządzeniu przytrzymującym dziecko.;Na tylnym siedzeniu bez zapiętych pasów bezpieczeństwa.;B;B;BRAK;tak;Pierwszeństwo przejazdu
Czy w tej sytuacji, skręcając w lewo na skrzyżowaniu, masz pierwszeństwo przed pojazdami nadjeżdżającymi z prawej strony?;TAK;NIE;BRAK;Nie;AM;W6.5.wmv;nie;Zatrzymanie, postój, włączenie się do ruchu
W jaki sposób zainstalujesz w pojeździe fotelik bezpieczeństwa służący do przewozu dziecka?;W sposób wygodny dla dziecka.;W sposób wygodny dla siebie.;Zgodnie z zaleceniami producenta urządzenia.;C;B,C,D,B1,C1,D1;BRAK;nie;Zmiana kierunku jazdy, przejazdy kolejowe
W jaki sposób w pojeździe zainstalujesz podtrzymujące dziecko urządzenie, które służy do jego przewozu?;Tak, jak życzy sobie tego dziecko.;W sposób wygodny dla siebie.;Zalecany przez producenta urządzenia.;C;B,C,D,B1,C1,D1;BRAK;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy skręcając w prawo na tym skrzyżowaniu musisz ustąpić pierwszeństwa pojazdom, które nadjeżdżałyby z lewej strony?;TAK;NIE;BRAK;Nie;AM;W6.5.wmv;nie;Szczególna ostrożność
Jakie warunki powinien spełniać samochód osobowy, którym chcesz przewieźć dziecko, które ma mniej niż trzy lata?; Powinien być wyposażony w pasy i fotelik bezpieczeństwa.; Może nie mieć pasów bezpieczeństwa.  ;Nie musi być wyposażony w pasy i fotelik bezpieczeństwa.;A;B;BRAK;tak;Warunki drogowe
Czy w tej sytuacji, skręcając w prawo na skrzyżowaniu, masz obowiązek ustąpić pierwszeństwa pojazdom nadjeżdżającym z lewej strony?;TAK;NIE;BRAK;Nie;AM;W6.6.wmv;nie;Prędkość, hamowanie, odstępy
Czym powinieneś się kierować wybierając fotelik lub urządzenie przytrzymujące służące do przewozu dziecka?;Estetyką.;Właściwymi warunkami technicznymi dotyczącymi tych urządzeń.;Przede wszystkim wygodą.;B;B;BRAK;tak;Technika jazdy
Czy znak ten ostrzega o skrzyżowaniu dróg równorzędnych?;TAK;NIE;BRAK;Tak;AM;W6.5.wmv;nie;Obowiązki kierującego, dokumenty
Jakie muszą być spełnione warunki podczas przewożenia dziecka na tylnym siedzeniu samochodu osobowego?;Przewożone dziecko ma co najmniej 135 cm wzrostu, jest przypięte tylko pasami bezpieczeństwa, gdyż masa i wzrost uniemożliwia przewóz w foteliku lub innym urządzeniu przytrzymującym  dziecko.;Przewożone dziecko ma co najmniej 125 cm wzrostu, jest przypięte tylko pasami bezpieczeństwa, gdyż masa i wzrost uniemożliwia przewóz w foteliku.;Nie można przekraczać prędkości 50 km/h.;A;B;BRAK;tak;Awaria pojazdu, pierwsza pomoc
Czy skręcając w lewo na tym skrzyżowaniu, masz obowiązek ustąpić pierwszeństwa pojazdom, które nadjeżdżałyby z prawej strony?;TAK;NIE;BRAK;Tak;AM;W6.6.wmv;nie;Inne
Jakie musisz spełnić warunki, gdy chcesz przewieźć dziecko na tylnym siedzeniu samochodu osobowego?;Przewożone dziecko ma co najmniej 125 cm wzrostu, jest przypięte tylko pasami bezpieczeństwa, gdyż masa i wzrost uniemożliwia przewóz w urządzeniu przytrzymującym.;Nie można przekraczać prędkości 40 km/h.;Przewożone dziecko ma co najmniej 135 cm wzrostu, jest przypięte tylko pasami bezpieczeństwa, gdyż masa i wzrost uniemożliwia przewóz w urządzeniu przytrzymującym.;C;B;BRAK;tak;Znaki Ostrzegawcze
Czy skręcając w prawo na skrzyżowaniu, masz obowiązek ustąpić pierwszeństwa pojazdom, nadjeżdżającym z lewej strony?;TAK;NIE;BRAK;Nie;AM;W6.5.wmv;nie;Znaki nakazu i zakazu
Co musisz zrobić, żeby przewieźć trzyletnie dziecko na tylnym siedzeniu samochodu osobowego, na którym w fotelikach już siedzi dwoje dzieci i nie ma możliwości zainstalowania trzeciego fotelika?;Musisz zabezpieczyć dziecko pasami bezpieczeństwa.;Powinieneś posadzić dziecko na kolanach osoby dorosłej. ;Musisz zablokować tylne drzwi, uniemożliwiając ich otwarcie od zewnątrz.;A;B;BRAK;tak;Znaki informacyjne, kierunku
Co musisz zrobić gdy chcesz przewieźć trzyletnie dziecko na tylnym siedzeniu samochodu osobowego, na którym w urządzeniach przytrzymujących już siedzi dwoje dzieci i nie ma możliwości zainstalowania trzeciego urządzenia?;Powinieneś zapewnić dziecku podstawkę na nogi.;Musisz zabezpieczyć dziecko pasami bezpieczeństwa.;Powinieneś posadzić dziecko na środku tylnego siedzenia.;B;B;BRAK;tak;Znaki poziome
Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu podczas kontroli drogowej?;Potwierdzenie opłaty obowiązkowego ubezpieczenia odpowiedzialności cywilnej.;Pokwitowanie zatrzymania dowodu rejestracyjnego w okresie, w którym uprawnia ono do używania pojazdu.;W każdym przypadku zaświadczenie o przeprowadzonym badaniu technicznym. ;B;A,B,C,D,T,AM,A1,A2,B1,C1,D1;BRAK;nie;Sygnalizacja świetlna
Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu podczas kontroli drogowej?;Potwierdzenie opłaty ubezpieczenia AC.;Pokwitowanie zatrzymania pozwolenia czasowego w okresie, w którym uprawnia ono do używania pojazdu.;Zaświadczenie o przeprowadzonym badaniu technicznym, w przypadku, gdy pojazd jest zasilany gazem.;B;B,C,D,T,B1,C1,D1;BRAK;nie;Pierwszeństwo przejazdu
Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu podczas kontroli drogowej?;Dowód rejestracyjny.;Pokwitowanie zatrzymania dowodu rejestracyjnego w okresie, w którym uprawnia ono do używania pojazdu.;Świadectwo zgodności z warunkami technicznymi.;B;A,B,C,D,T,AM,A1,A2,B1,C1,D1;BRAK;nie;Zatrzymanie, postój, włączenie się do ruchu
Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu podczas kontroli drogowej?;Pokwitowanie zatrzymania pozwolenia czasowego w okresie, w którym uprawnia ono do używania pojazdu.;Świadectwo zgodności WE.;Dowód rejestracyjny.;A;A,B,C,D,T,AM,A1,A2,B1,C1,D1;BRAK;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu, gdy na terytorium Rzeczypospolitej kierujesz pojazdem, który jest zarejestrowany za granicą?;Dokument dopuszczający pojazd do ruchu. ;Dokument potwierdzający zawarcie umowy ubezpieczenia od nieszczęśliwych wypadków.;Kopię zaświadczenia o przeprowadzonym badaniu technicznym.;A;A,B,C,D,T,AM,A1,A2,B1,C1,D1;BRAK;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu, gdy na terytorium Rzeczypospolitej kierujesz pojazdem, który jest zarejestrowany za granicą?;Dowód własności pojazdu.;Dokument potwierdzający zawarcie umowy obowiązkowego ubezpieczenia odpowiedzialności cywilnej posiadacza pojazdu.;Dokument potwierdzający opłatę skarbową.;B;A,B,C,D,T,AM,A1,A2,B1,C1,D1;BRAK;nie;Szczególna ostrożność
Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu, gdy na terytorium Rzeczypospolitej kierujesz pojazdem, który jest zarejestrowany za granicą?;Profesjonalny dowód rejestracyjny.;Dowód opłacenia składki za obowiązkowe ubezpieczenie odpowiedzialności cywilnej.;Dokument potwierdzający opłatę za korzystanie z autostrad i dróg ekspresowych.;B;A,B,C,D,T,AM,A1,A2,B1,C1,D1;BRAK;nie;Warunki drogowe
Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu podczas kontroli drogowej?;Krajowe prawo jazdy.;Inny dokument stwierdzający uprawnienie do kierowania pojazdem niż wydane w kraju prawo jazdy.;Świadectwo kwalifikacji.;B;A,B,C,D,T,AM,A1,A2,B1,C1,D1;BRAK;nie;Prędkość, hamowanie, odstępy
Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu podczas kontroli drogowej?;Orzeczenie lekarskie, jeżeli wykonujesz zarobkowy przewóz osób.;Pokwitowanie zatrzymania prawa jazdy w okresie, w którym upoważnia ono do kierowania. ;Orzeczenie psychologiczne.;B;B;BRAK;tak;Technika jazdy
Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu podczas kontroli drogowej?;Orzeczenie psychologiczne, jeżeli wykonujesz zarobkowy przewóz osób.;Pokwitowanie zatrzymania prawa jazdy w okresie, w którym upoważnia ono do kierowania.;Orzeczenie lekarskie. ;B;B;BRAK;tak;Obowiązki kierującego, dokumenty
Jaki dokument jesteś zobowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu?;Dokument potwierdzający uczestnictwo w kursie kwalifikacji wstępnej.;Dokument stwierdzający uprawnienie do kierowania pojazdem inny niż wydane w kraju prawo jazdy.;Dokument stwierdzający ukończenie kursu z pierwszej pomocy przedmedycznej.;B;A,B,C,D,T,AM,A1,A2,B1,C1,D1;BRAK;nie;Awaria pojazdu, pierwsza pomoc
Za które naruszenie przepisów ruchu drogowego policjant zatrzyma prawo jazdy?;Za omijanie pojazdu z naruszeniem podwójnej linii ciągłej.;Za kierowanie pojazdem z prędkością przekraczającą dopuszczalną o więcej niż 50 km/h poza obszarem zabudowanym.;Za kierowanie pojazdem z prędkością przekraczającą dopuszczalną o więcej niż 50 km/h na obszarze zabudowanym.;C;A,B,C,D,A1,A2,B1,C1,D1;BRAK;nie;Inne
Za które naruszenie przepisów ruchu drogowego policjant zatrzyma prawo jazdy?;Za wyprzedzanie z naruszeniem pojedynczej linii ciągłej.;Za przewożenie osób w liczbie przekraczającej o dwa liczbę miejsc określoną w dowodzie rejestracyjnym samochodu osobowego.;Za wymijanie na przejeździe kolejowym.;B;B;BRAK;tak;Znaki Ostrzegawcze
Za które naruszenie przepisów ruchu drogowego policjant zatrzyma prawo jazdy?;Za wyprzedzanie przed przejściem dla pieszych, gdzie ruch jest kierowany.;Za przewożenie osób w liczbie przekraczającej o dwa liczbę miejsc określoną w pozwoleniu czasowym samochodu osobowego.;Za wymijanie na przejeździe dla rowerzystów.;B;B;BRAK;tak;Znaki nakazu i zakazu
Czy w tej sytuacji znajdujesz się na drodze z pierwszeństwem przejazdu?;TAK;NIE;BRAK;Nie;AM;W7.1.wmv;nie;Znaki informacyjne, kierunku
Czy w tej sytuacji zbliżasz się do drogi z pierwszeństwem przejazdu?;TAK;NIE;BRAK;Tak;AM;W7.1.wmv;nie;Znaki poziome
Czy w tej sytuacji masz obowiązek zatrzymać się przed linią zatrzymania?;TAK;NIE;BRAK;Tak;AM;W7.2.wmv;nie;Sygnalizacja świetlna
Czy w tej sytuacji, jadąc na wprost przez skrzyżowanie, masz obowiązek ustąpić pierwszeństwa pojazdom nadjeżdżającym z prawej strony?;TAK;NIE;BRAK;Tak;AM;W7.2.wmv;nie;Pierwszeństwo przejazdu
Czy  w tej sytuacji, skręcając w prawo na skrzyżowaniu, masz pierwszeństwo przed pojazdami nadjeżdżającymi z lewej strony?;TAK;NIE;BRAK;Nie;AM;W7.2.wmv;nie;Zatrzymanie, postój, włączenie się do ruchu
Czy w tej sytuacji. skręcając w lewo na skrzyżowaniu, masz pierwszeństwo przed pojazdami nadjeżdżającymi z przeciwka?;TAK;NIE;BRAK;Nie;AM;W7.3.wmv;nie;Zmiana kierunku jazdy, przejazdy kolejowe
Czy w tej sytuacji, skręcając w prawo, masz pierwszeństwo przejazdu?;TAK;NIE;BRAK;Tak;AM;W7.3.wmv;nie;Wyprzedzanie, omijanie, wymijanie cofanie
Czy w tej sytuacji znajdujesz się na drodze z pierwszeństwem przejazdu?;TAK;NIE;BRAK;Nie;AM;W7.4.wmv;nie;Szczególna ostrożność
Czy w tej sytuacji, skręcając w prawo na skrzyżowaniu, masz obowiązek ustąpić pierwszeństwa pojazdom nadjeżdżającym z lewej strony?;TAK;NIE;BRAK;Tak;AM;W7.4.wmv;nie;Warunki drogowe
Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdom poruszającym się po skrzyżowaniu o ruchu okrężnym?;TAK;NIE;BRAK;Tak;AM;W7.5.wmv;nie;Prędkość, hamowanie, odstępy
Czy znak ten informuje, że jesteś na drodze podporządkowanej?;TAK;NIE;BRAK;Tak;AM;W7.7.wmv;nie;Technika jazdy
Czy w tej sytuacji znajdujesz się na drodze podporządkowanej?;TAK;NIE;BRAK;Nie;AM;W7.8.wmv;nie;Obowiązki kierującego, dokumenty
Czy w tej sytuacji znajdujesz się na drodze z pierwszeństwem przejazdu?;TAK;NIE;BRAK;Nie;AM;W7.9.wmv;nie;Awaria pojazdu, pierwsza pomoc
Czy skręcając w lewo na skrzyżowaniu, masz obowiązek ustąpić pierwszeństwa pojazdom, które nadjechałyby z prawej strony?;TAK;NIE;BRAK;Tak;AM;W6.2.wmv;nie;Inne
Czy w tej sytuacji, skręcając w prawo na skrzyżowaniu, masz pierwszeństwo przed pojazdami, które nadjechałyby z lewej strony?;TAK;NIE;BRAK;Nie;AM;W7.9.wmv;nie;Znaki Ostrzegawcze
 Czy widząc ten sygnał możesz kontynuować jazdę na wprost przez skrzyżowanie?;TAK;NIE;BRAK;Tak;AM;W8.1.wmv;nie;Znaki nakazu i zakazu
Czy sygnał ten zezwala na skręcenie na skrzyżowaniu w prawo, z prawego pasa ruchu?;TAK;NIE;BRAK;Tak;AM;W8.1.wmv;nie;Znaki informacyjne, kierunku
Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?;TAK;NIE;BRAK;Tak;AM;W8.1.wmv;nie;Znaki poziome
Czy w tej sytuacji możesz jechać na wprost przez skrzyżowanie?;TAK;NIE;BRAK;Nie;AM;W8.3.wmv;nie;Sygnalizacja świetlna
Czy przed skręceniem w prawo musisz zatrzymać się przed sygnalizatorem w celu upewnienia się, że nie spowodujesz utrudnienia ruchu innym uczestnikom?;TAK;NIE;BRAK;Tak;AM;W8.3.wmv;nie;Pierwszeństwo przejazdu
Czy w tej sytuacji chcąc skręcić w prawo na skrzyżowaniu masz obowiązek zatrzymać pojazd przed sygnalizatorem?;TAK;NIE;BRAK;Tak;AM;W8.3.wmv;nie;Zatrzymanie, postój, włączenie się do ruchu
